Frequency_desired,Amplitude_desired,Frequency_image,Amplitude_image,IRR
3900000000,-88.7077708705419,300000000,-84.6333583150488,-4.074412555493112
3910000000,-88.7281717156431,290000000,-83.9513331189773,-4.776838596665797
3920000000,-88.7504748573442,280000000,-83.0753732193775,-5.675101637966705
3930000000,-88.7727140903278,270000000,-82.0794230305754,-6.693291059752397
3940000000,-88.7949054007349,260000000,-80.9552006257049,-7.83970477503
3950000000,-88.8170231543227,250000000,-79.7039067688723,-9.113116385450397
3960000000,-88.8390879167576,240000000,-78.3417480301232,-10.497339886634407
3970000000,-88.8611082808794,230000000,-76.9061537385157,-11.954954542363708
3980000000,-88.8830498985078,220000000,-75.4612707001998,-13.421779198308002
3990000000,-88.9049401167221,210000000,-74.0982303277319,-14.806709788990204
4000000000,-88.9267931525269,200000000,-72.92156981085381,-16.005223341673087
4010000000,-88.9485685695684,190000000,-72.0165939564157,-16.93197461315269
4020000000,-88.9703045998941,180000000,-71.41295498968,-17.557349610214104
4030000000,-88.9919769918287,170000000,-71.07624737184119,-17.915729619987502
4040000000,-89.013596541049,160000000,-70.9355222671568,-18.0780742738922
4050000000,-89.035163871173,150000000,-70.9186815203346,-18.116482350838396
4060000000,-89.056670183345,140000000,-70.9713788062767,-18.0852913770683
4070000000,-89.078153114289,130000000,-71.0591755188335,-18.018977595455496
4080000000,-89.099570924157,120000000,-71.1624805686385,-17.937090355518507
4090000000,-89.120953912654,110000000,-71.27083288669431,-17.850121025959695
4100000000,-89.14019537915,100000000,-41.5439554514898,-47.5962399276602
4110000000,-89.163534691919,90000000,-71.48308132385739,-17.680453368061606
4120000000,-89.184721281101,80000000,-71.5818808559022,-17.602840425198806
4130000000,-89.205889039081,70000000,-71.67352021916571,-17.53236881991529
4140000000,-89.226980804532,60000000,-71.7565431905377,-17.470437613994307
4150000000,-89.248019015637,50000000,-71.82957184911649,-17.418447166520508
4160000000,-89.268997632046,40000000,-71.8913228216974,-17.377674810348594
4170000000,-89.289912940473,30000000,-71.94065286635819,-17.34926007411481
4180000000,-89.310762654591,20000000,-71.9766104734739,-17.334152181117105
4190000000,-89.331528007023,10000000,-71.998480487779,-17.33304751924399
4200000000,-89.352270703892,0,-75.0161203980751,-14.3361503058169
