time,V(out_ipf),I(Lo+)-I(Lo-),I(Rf+)-I(Rf-),V(outp)-V(outn)
6.38E-09,0.0133,0,7.36E-05,-0.0221
6.39E-09,0.0135,0,9.06E-05,-0.0272
6.40E-09,0.0138,0,0.000124,-0.0373
6.40E-09,0.0138,0,0.000128,-0.0376
6.40E-09,0.0138,0,0.000134,-0.0374
6.41E-09,0.014,0,0.000148,-0.0356
6.42E-09,0.0142,0,0.000174,-0.031
6.43E-09,0.0145,0,0.000206,-0.024
6.44E-09,0.0148,0,0.000237,-0.0156
6.45E-09,0.0151,0,0.000267,-0.00534
6.46E-09,0.0154,0,0.000295,0.00728
6.46E-09,0.0157,0,0.000322,0.023
6.47E-09,0.016,0,0.000348,0.043
6.48E-09,0.0163,0,0.000372,0.0684
6.49E-09,0.0164,0,0.000383,0.0839
6.50E-09,0.0167,0,0.000405,0.118
6.50E-09,0.0167,0,0.000407,0.119
6.50E-09,0.0168,0,0.000411,0.12
6.51E-09,0.0169,0,0.000418,0.122
6.52E-09,0.0171,0,0.000433,0.126
6.53E-09,0.0174,0,0.000449,0.13
6.54E-09,0.0177,0,0.000463,0.134
6.55E-09,0.018,0,0.000475,0.138
6.56E-09,0.0183,0,0.000485,0.14
6.57E-09,0.0186,0,0.000492,0.142
6.57E-09,0.0189,0,0.000497,0.144
6.58E-09,0.0192,0,0.0005,0.144
6.59E-09,0.0195,0,0.0005,0.144
6.60E-09,0.0198,0,0.000498,0.144
6.61E-09,0.02,0,0.000493,0.142
6.62E-09,0.0203,0,0.000486,0.141
6.63E-09,0.0206,0,0.000477,0.138
6.64E-09,0.0209,0,0.000465,0.135
6.65E-09,0.0212,0,0.000452,0.131
6.66E-09,0.0215,0,0.000436,0.127
6.67E-09,0.0217,0,0.000418,0.122
6.68E-09,0.022,0,0.000398,0.116
6.69E-09,0.0223,0,0.000376,0.11
6.70E-09,0.0226,0,0.000352,0.103
6.71E-09,0.0229,0,0.000327,0.0961
6.72E-09,0.0231,0,0.0003,0.0884
6.73E-09,0.0234,0,0.000272,0.0803
6.74E-09,0.0237,0,0.000242,0.0718
6.75E-09,0.024,0,0.000211,0.0628
6.76E-09,0.0242,0,0.00018,0.0535
6.77E-09,0.0245,0,0.000147,0.0439
6.78E-09,0.0248,0,0.000114,0.034
6.79E-09,0.0251,0,7.98E-05,0.0239
6.80E-09,0.0253,0,4.55E-05,0.0136
6.81E-09,0.0256,0,1.10E-05,0.00329
6.82E-09,0.0259,0,-2.36E-05,-0.00706
6.83E-09,0.0261,0,-5.80E-05,-0.0174
6.84E-09,0.0264,0,-9.21E-05,-0.0276
6.85E-09,0.0266,0,-0.000126,-0.0377
6.86E-09,0.0269,0,-0.000159,-0.0475
6.87E-09,0.0272,0,-0.000191,-0.057
6.88E-09,0.0274,0,-0.000223,-0.0661
6.89E-09,0.0277,0,-0.000253,-0.0749
6.90E-09,0.0279,0,-0.000282,-0.0833
6.91E-09,0.0282,0,-0.00031,-0.0913
6.92E-09,0.0285,0,-0.000337,-0.0988
6.93E-09,0.0287,0,-0.000361,-0.106
6.94E-09,0.029,0,-0.000384,-0.112
6.95E-09,0.0292,0,-0.000405,-0.118
6.96E-09,0.0295,0,-0.000425,-0.124
6.97E-09,0.0297,0,-0.000442,-0.128
6.98E-09,0.03,0,-0.000457,-0.133
6.99E-09,0.0301,0,-0.000464,-0.134
7.00E-09,0.0303,0,-0.000476,-0.138
7.00E-09,0.0303,0,-0.000477,-0.136
7.00E-09,0.0304,0,-0.000479,-0.131
7.01E-09,0.0305,0,-0.000482,-0.118
7.02E-09,0.0307,0,-0.000489,-0.0906
7.03E-09,0.0309,0,-0.000495,-0.0604
7.04E-09,0.0312,0,-0.000499,-0.0347
7.05E-09,0.0314,0,-0.0005,-0.0113
7.05E-09,0.0316,0,-0.000499,0.0112
7.06E-09,0.0319,0,-0.000495,0.0344
7.07E-09,0.0321,0,-0.00049,0.0597
7.08E-09,0.0323,0,-0.000481,0.0884
7.09E-09,0.0325,0,-0.000476,0.104
7.10E-09,0.0327,0,-0.000465,0.135
7.10E-09,0.0327,0,-0.000464,0.135
7.10E-09,0.0327,0,-0.000461,0.134
7.11E-09,0.0328,0,-0.000455,0.132
7.12E-09,0.033,0,-0.000443,0.129
7.13E-09,0.0332,0,-0.000426,0.124
7.14E-09,0.0335,0,-0.000407,0.119
7.15E-09,0.0337,0,-0.000386,0.113
7.15E-09,0.0339,0,-0.000363,0.106
7.16E-09,0.0341,0,-0.000339,0.0994
7.17E-09,0.0343,0,-0.000313,0.092
7.18E-09,0.0346,0,-0.000285,0.0841
7.19E-09,0.0348,0,-0.000256,0.0757
7.20E-09,0.035,0,-0.000226,0.0669
7.21E-09,0.0352,0,-0.000194,0.0578
7.22E-09,0.0354,0,-0.000162,0.0483
7.23E-09,0.0356,0,-0.000129,0.0386
7.24E-09,0.0358,0,-9.52E-05,0.0285
7.25E-09,0.036,0,-6.11E-05,0.0183
7.26E-09,0.0362,0,-2.67E-05,0.008
7.27E-09,0.0364,0,7.85E-06,-0.00235
7.28E-09,0.0366,0,4.24E-05,-0.0127
7.29E-09,0.0368,0,7.67E-05,-0.023
7.30E-09,0.037,0,0.000111,-0.0331
7.31E-09,0.0372,0,0.000144,-0.043
7.32E-09,0.0374,0,0.000177,-0.0527
7.33E-09,0.0376,0,0.000209,-0.062
7.34E-09,0.0378,0,0.000239,-0.071
7.35E-09,0.038,0,0.000269,-0.0796
7.36E-09,0.0381,0,0.000298,-0.0877
7.37E-09,0.0383,0,0.000325,-0.0954
7.38E-09,0.0385,0,0.00035,-0.103
7.39E-09,0.0386,0,0.000362,-0.106
7.40E-09,0.0388,0,0.000385,-0.113
7.40E-09,0.0388,0,0.000387,-0.111
7.40E-09,0.0388,0,0.000392,-0.108
7.41E-09,0.0389,0,0.0004,-0.0976
7.42E-09,0.039,0,0.000416,-0.0764
7.43E-09,0.0392,0,0.000434,-0.0525
7.44E-09,0.0394,0,0.00045,-0.0309
7.45E-09,0.0395,0,0.000464,-0.0102
7.46E-09,0.0397,0,0.000476,0.011
7.46E-09,0.0399,0,0.000485,0.034
7.47E-09,0.04,0,0.000493,0.0604
7.48E-09,0.0402,0,0.000497,0.0917
7.49E-09,0.0403,0,0.000499,0.109
7.50E-09,0.0404,0,0.0005,0.145
7.50E-09,0.0404,0,0.0005,0.145
7.50E-09,0.0405,0,0.0005,0.145
7.51E-09,0.0405,0,0.000499,0.144
7.52E-09,0.0407,0,0.000497,0.144
7.53E-09,0.0408,0,0.000493,0.142
7.53E-09,0.041,0,0.000485,0.14
7.54E-09,0.0411,0,0.000476,0.138
7.55E-09,0.0412,0,0.000464,0.135
7.56E-09,0.0414,0,0.00045,0.131
7.57E-09,0.0415,0,0.000434,0.126
7.58E-09,0.0417,0,0.000416,0.121
7.59E-09,0.0418,0,0.000396,0.116
7.60E-09,0.0419,0,0.000374,0.109
7.61E-09,0.0421,0,0.00035,0.103
7.62E-09,0.0422,0,0.000325,0.0954
7.63E-09,0.0423,0,0.000298,0.0877
7.64E-09,0.0425,0,0.000269,0.0796
7.65E-09,0.0426,0,0.000239,0.071
7.66E-09,0.0427,0,0.000209,0.062
7.67E-09,0.0428,0,0.000177,0.0527
7.68E-09,0.0429,0,0.000144,0.043
7.69E-09,0.0431,0,0.000111,0.0331
7.70E-09,0.0432,0,7.67E-05,0.023
7.71E-09,0.0433,0,4.24E-05,0.0127
7.72E-09,0.0434,0,7.85E-06,0.00235
7.73E-09,0.0435,0,-2.67E-05,-0.008
7.74E-09,0.0436,0,-6.11E-05,-0.0183
7.75E-09,0.0437,0,-9.52E-05,-0.0285
7.76E-09,0.0438,0,-0.000129,-0.0386
7.77E-09,0.0439,0,-0.000162,-0.0483
7.78E-09,0.044,0,-0.000194,-0.0578
7.79E-09,0.0441,0,-0.000226,-0.0669
7.80E-09,0.0442,0,-0.000256,-0.0757
7.81E-09,0.0443,0,-0.000285,-0.0841
7.82E-09,0.0444,0,-0.000313,-0.092
7.83E-09,0.0445,0,-0.000339,-0.0994
7.84E-09,0.0445,0,-0.000363,-0.106
7.85E-09,0.0446,0,-0.000386,-0.113
7.86E-09,0.0447,0,-0.000407,-0.119
7.87E-09,0.0448,0,-0.000426,-0.124
7.88E-09,0.0449,0,-0.000443,-0.129
7.89E-09,0.0449,0,-0.000458,-0.133
7.90E-09,0.045,0,-0.000471,-0.136
7.91E-09,0.0451,0,-0.000481,-0.139
7.92E-09,0.0451,0,-0.00049,-0.142
7.93E-09,0.0452,0,-0.000495,-0.143
7.94E-09,0.0453,0,-0.000499,-0.144
7.95E-09,0.0453,0,-0.0005,-0.144
7.96E-09,0.0454,0,-0.000499,-0.144
7.97E-09,0.0454,0,-0.000495,-0.143
7.98E-09,0.0455,0,-0.000489,-0.141
7.99E-09,0.0455,0,-0.000485,-0.14
8.00E-09,0.0455,0,-0.000476,-0.138
8.00E-09,0.0456,0,-0.000474,-0.135
8.00E-09,0.0456,0,-0.000472,-0.129
8.01E-09,0.0456,0,-0.000467,-0.115
8.01E-09,0.0456,0,-0.000457,-0.0851
8.02E-09,0.0457,0,-0.000442,-0.0544
8.03E-09,0.0457,0,-0.000425,-0.0299
8.04E-09,0.0457,0,-0.000405,-0.00962
8.05E-09,0.0458,0,-0.000384,0.00817
8.06E-09,0.0458,0,-0.000361,0.0245
8.07E-09,0.0458,0,-0.000337,0.0402
8.08E-09,0.0459,0,-0.00031,0.0561
8.09E-09,0.0459,0,-0.000296,0.0641
8.10E-09,0.0459,0,-0.000268,0.0793
8.10E-09,0.0459,0,-0.000265,0.0784
8.10E-09,0.0459,0,-0.000259,0.0767
8.11E-09,0.0459,0,-0.000247,0.0733
8.11E-09,0.0459,0,-0.000223,0.0662
8.12E-09,0.046,0,-0.000191,0.057
8.13E-09,0.046,0,-0.000159,0.0475
8.14E-09,0.046,0,-0.000126,0.0377
8.15E-09,0.046,0,-9.21E-05,0.0276
8.16E-09,0.046,0,-5.80E-05,0.0174
8.17E-09,0.046,0,-2.36E-05,0.00706
8.18E-09,0.046,0,1.10E-05,-0.00329
8.19E-09,0.0461,0,4.55E-05,-0.0136
8.20E-09,0.0461,0,7.98E-05,-0.0239
8.21E-09,0.0461,0,0.000114,-0.034
8.22E-09,0.0461,0,0.000147,-0.0439
8.23E-09,0.046,0,0.00018,-0.0535
8.24E-09,0.046,0,0.000211,-0.0628
8.25E-09,0.046,0,0.000242,-0.0718
8.26E-09,0.046,0,0.000272,-0.0803
8.27E-09,0.046,0,0.0003,-0.0884
8.28E-09,0.046,0,0.000327,-0.0961
8.29E-09,0.046,0,0.000352,-0.103
8.30E-09,0.046,0,0.000376,-0.11
8.31E-09,0.0459,0,0.000398,-0.116
8.32E-09,0.0459,0,0.000418,-0.122
8.33E-09,0.0459,0,0.000436,-0.127
8.34E-09,0.0459,0,0.000452,-0.131
8.35E-09,0.0458,0,0.000465,-0.135
8.36E-09,0.0458,0,0.000477,-0.138
8.37E-09,0.0458,0,0.000486,-0.141
8.38E-09,0.0457,0,0.000493,-0.143
8.39E-09,0.0457,0,0.000496,-0.143
8.40E-09,0.0457,0,0.000499,-0.144
8.40E-09,0.0457,0,0.000499,-0.142
8.40E-09,0.0457,0,0.0005,-0.136
8.41E-09,0.0456,0,0.0005,-0.122
8.41E-09,0.0456,0,0.0005,-0.0929
8.42E-09,0.0456,0,0.000497,-0.0609
8.43E-09,0.0455,0,0.000492,-0.0344
8.44E-09,0.0455,0,0.000485,-0.0112
8.45E-09,0.0454,0,0.000475,0.0105
8.46E-09,0.0454,0,0.000463,0.0319
8.47E-09,0.0453,0,0.000449,0.0544
8.48E-09,0.0453,0,0.000433,0.0791
8.49E-09,0.0452,0,0.000424,0.0922
8.50E-09,0.0452,0,0.000405,0.118
8.50E-09,0.0452,0,0.000402,0.117
8.50E-09,0.0452,0,0.000398,0.116
8.51E-09,0.0451,0,0.00039,0.114
8.51E-09,0.0451,0,0.000372,0.109
8.52E-09,0.045,0,0.000348,0.102
8.53E-09,0.0449,0,0.000322,0.0947
8.54E-09,0.0449,0,0.000295,0.087
8.55E-09,0.0448,0,0.000267,0.0788
8.56E-09,0.0447,0,0.000237,0.0702
8.57E-09,0.0447,0,0.000206,0.0612
8.58E-09,0.0446,0,0.000174,0.0518
8.59E-09,0.0445,0,0.000141,0.0421
8.60E-09,0.0444,0,0.000108,0.0322
8.61E-09,0.0443,0,7.36E-05,0.022
8.62E-09,0.0442,0,3.92E-05,0.0118
8.63E-09,0.0442,0,4.71E-06,0.00141
8.64E-09,0.0441,0,-2.98E-05,-0.00894
8.65E-09,0.044,0,-6.42E-05,-0.0192
8.66E-09,0.0439,0,-9.83E-05,-0.0294
8.67E-09,0.0438,0,-0.000132,-0.0395
8.68E-09,0.0437,0,-0.000165,-0.0492
8.69E-09,0.0436,0,-0.000197,-0.0587
8.70E-09,0.0435,0,-0.000228,-0.0678
8.71E-09,0.0434,0,-0.000259,-0.0765
8.72E-09,0.0433,0,-0.000288,-0.0848
8.73E-09,0.0432,0,-0.000315,-0.0927
8.74E-09,0.0431,0,-0.000341,-0.1
8.75E-09,0.043,0,-0.000366,-0.107
8.76E-09,0.0428,0,-0.000388,-0.113
8.77E-09,0.0427,0,-0.000409,-0.119
8.78E-09,0.0426,0,-0.000428,-0.124
8.79E-09,0.0425,0,-0.000445,-0.129
8.80E-09,0.0424,0,-0.000459,-0.133
8.81E-09,0.0422,0,-0.000472,-0.137
8.82E-09,0.0421,0,-0.000482,-0.14
8.83E-09,0.042,0,-0.00049,-0.142
8.84E-09,0.0419,0,-0.000496,-0.143
8.85E-09,0.0417,0,-0.000499,-0.144
8.86E-09,0.0416,0,-0.0005,-0.144
8.87E-09,0.0415,0,-0.000498,-0.144
8.88E-09,0.0413,0,-0.000495,-0.143
8.89E-09,0.0412,0,-0.000488,-0.141
8.90E-09,0.0411,0,-0.00048,-0.139
8.91E-09,0.0409,0,-0.000469,-0.136
8.92E-09,0.0408,0,-0.000456,-0.132
8.93E-09,0.0406,0,-0.00044,-0.128
8.94E-09,0.0405,0,-0.000423,-0.123
8.95E-09,0.0403,0,-0.000404,-0.118
8.96E-09,0.0402,0,-0.000382,-0.112
8.97E-09,0.04,0,-0.000359,-0.105
8.98E-09,0.0399,0,-0.000334,-0.0982
8.99E-09,0.0398,0,-0.000321,-0.0945
9.00E-09,0.0397,0,-0.000294,-0.0867
9.00E-09,0.0396,0,-0.000291,-0.0845
9.00E-09,0.0396,0,-0.000285,-0.0791
9.01E-09,0.0395,0,-0.000274,-0.0673
9.02E-09,0.0394,0,-0.00025,-0.0468
9.03E-09,0.0393,0,-0.00022,-0.0275
9.04E-09,0.0391,0,-0.000188,-0.0138
9.04E-09,0.0389,0,-0.000156,-0.00424
9.05E-09,0.0388,0,-0.000123,0.00201
9.06E-09,0.0386,0,-8.91E-05,0.00533
9.07E-09,0.0384,0,-5.49E-05,0.00568
9.08E-09,0.0383,0,-2.04E-05,0.00314
9.09E-09,0.0382,0,-3.14E-06,-9.54E-06
9.10E-09,0.038,0,3.14E-05,-0.00942
9.10E-09,0.038,0,3.48E-05,-0.0105
9.10E-09,0.038,0,4.17E-05,-0.0125
9.11E-09,0.0379,0,5.55E-05,-0.0166
9.11E-09,0.0378,0,8.29E-05,-0.0248
9.12E-09,0.0376,0,0.000117,-0.0349
9.13E-09,0.0374,0,0.00015,-0.0448
9.14E-09,0.0372,0,0.000183,-0.0544
9.15E-09,0.037,0,0.000214,-0.0637
9.16E-09,0.0369,0,0.000245,-0.0726
9.17E-09,0.0367,0,0.000275,-0.0811
9.18E-09,0.0365,0,0.000303,-0.0891
9.19E-09,0.0363,0,0.000329,-0.0968
9.20E-09,0.0361,0,0.000355,-0.104
9.21E-09,0.0359,0,0.000378,-0.111
9.22E-09,0.0357,0,0.0004,-0.117
9.23E-09,0.0356,0,0.00042,-0.122
9.24E-09,0.0354,0,0.000437,-0.127
9.25E-09,0.0352,0,0.000453,-0.131
9.26E-09,0.035,0,0.000467,-0.135
9.27E-09,0.0348,0,0.000478,-0.138
9.28E-09,0.0346,0,0.000487,-0.141
9.29E-09,0.0344,0,0.000494,-0.143
9.30E-09,0.0342,0,0.000498,-0.144
9.31E-09,0.034,0,0.0005,-0.144
9.32E-09,0.0338,0,0.000499,-0.144
9.33E-09,0.0336,0,0.000497,-0.143
9.34E-09,0.0334,0,0.000491,-0.142
9.35E-09,0.0332,0,0.000484,-0.14
9.36E-09,0.0329,0,0.000474,-0.137
9.37E-09,0.0327,0,0.000462,-0.134
9.38E-09,0.0325,0,0.000448,-0.13
9.39E-09,0.0324,0,0.00044,-0.128
9.40E-09,0.0322,0,0.000422,-0.123
9.40E-09,0.0322,0,0.00042,-0.12
9.40E-09,0.0321,0,0.000417,-0.114
9.41E-09,0.0321,0,0.000409,-0.1
9.41E-09,0.0319,0,0.000392,-0.0731
9.42E-09,0.0317,0,0.00037,-0.0457
9.43E-09,0.0314,0,0.000346,-0.0246
9.44E-09,0.0312,0,0.00032,-0.00781
9.45E-09,0.031,0,0.000293,0.00595
9.46E-09,0.0308,0,0.000264,0.0175
9.47E-09,0.0306,0,0.000234,0.0275
9.48E-09,0.0303,0,0.000203,0.0364
9.49E-09,0.0302,0,0.000187,0.0401
9.50E-09,0.03,0,0.000155,0.0462
9.50E-09,0.03,0,0.000151,0.0452
9.50E-09,0.0299,0,0.000145,0.0433
9.51E-09,0.0298,0,0.000131,0.0393
9.51E-09,0.0297,0,0.000104,0.0313
9.52E-09,0.0294,0,7.05E-05,0.0211
9.53E-09,0.0292,0,3.61E-05,0.0108
9.54E-09,0.029,0,1.57E-06,0.000471
9.55E-09,0.0287,0,-3.30E-05,-0.00988
9.56E-09,0.0285,0,-6.73E-05,-0.0202
9.57E-09,0.0283,0,-0.000101,-0.0304
9.58E-09,0.028,0,-0.000135,-0.0404
9.59E-09,0.0278,0,-0.000168,-0.0501
9.60E-09,0.0276,0,-0.0002,-0.0595
9.61E-09,0.0273,0,-0.000231,-0.0686
9.62E-09,0.0271,0,-0.000261,-0.0773
9.63E-09,0.0269,0,-0.00029,-0.0855
9.64E-09,0.0266,0,-0.000318,-0.0934
9.65E-09,0.0264,0,-0.000343,-0.101
9.66E-09,0.0261,0,-0.000368,-0.108
9.67E-09,0.0259,0,-0.00039,-0.114
9.68E-09,0.0256,0,-0.000411,-0.12
9.69E-09,0.0254,0,-0.00043,-0.125
9.70E-09,0.0252,0,-0.000446,-0.13
9.71E-09,0.0249,0,-0.000461,-0.134
9.72E-09,0.0247,0,-0.000473,-0.137
9.73E-09,0.0244,0,-0.000483,-0.14
9.74E-09,0.0242,0,-0.000491,-0.142
9.75E-09,0.0239,0,-0.000496,-0.143
9.76E-09,0.0237,0,-0.000499,-0.144
9.77E-09,0.0234,0,-0.0005,-0.144
9.78E-09,0.0232,0,-0.000498,-0.144
9.79E-09,0.0229,0,-0.000494,-0.143
9.80E-09,0.0226,0,-0.000488,-0.141
9.81E-09,0.0224,0,-0.000479,-0.139
9.82E-09,0.0221,0,-0.000468,-0.135
9.83E-09,0.0219,0,-0.000454,-0.132
9.84E-09,0.0216,0,-0.000439,-0.128
9.85E-09,0.0214,0,-0.000421,-0.123
9.86E-09,0.0211,0,-0.000402,-0.117
9.87E-09,0.0209,0,-0.00038,-0.111
9.88E-09,0.0206,0,-0.000357,-0.105
9.89E-09,0.0203,0,-0.000332,-0.0974
9.90E-09,0.0201,0,-0.000305,-0.0899
9.91E-09,0.0198,0,-0.000277,-0.0818
9.92E-09,0.0195,0,-0.000248,-0.0734
9.93E-09,0.0193,0,-0.000217,-0.0645
9.94E-09,0.019,0,-0.000186,-0.0553
9.95E-09,0.0188,0,-0.000153,-0.0457
9.96E-09,0.0185,0,-0.00012,-0.0358
9.97E-09,0.0182,0,-8.60E-05,-0.0258
9.98E-09,0.018,0,-5.17E-05,-0.0155
9.99E-09,0.0178,0,-3.45E-05,-0.0104
1.00E-08,0.0176,0,0,0
1.00E-08,0.0175,0,3.46E-06,0.001
1.00E-08,0.0175,0,1.04E-05,0.00277
1.00E-08,0.0174,0,2.42E-05,0.00543
1.00E-08,0.0172,0,5.17E-05,0.00853
1.00E-08,0.0169,0,8.60E-05,0.00945
1.00E-08,0.0166,0,0.00012,0.00746
1.00E-08,0.0164,0,0.000153,0.0027
1.01E-08,0.0161,0,0.000186,-0.00489
1.01E-08,0.0158,0,0.000217,-0.0158
1.01E-08,0.0155,0,0.000248,-0.0309
1.01E-08,0.0153,0,0.000277,-0.051
1.01E-08,0.0151,0,0.000291,-0.0639
1.01E-08,0.0149,0,0.000319,-0.0938
1.01E-08,0.0148,0,0.000321,-0.0946
1.01E-08,0.0148,0,0.000327,-0.0961
1.01E-08,0.0147,0,0.000337,-0.099
1.01E-08,0.0145,0,0.000357,-0.105
1.01E-08,0.0142,0,0.00038,-0.111
1.01E-08,0.0139,0,0.000402,-0.117
1.01E-08,0.0136,0,0.000421,-0.123
1.02E-08,0.0134,0,0.000439,-0.128
1.02E-08,0.0131,0,0.000454,-0.132
1.02E-08,0.0128,0,0.000468,-0.135
1.02E-08,0.0125,0,0.000479,-0.139
1.02E-08,0.0123,0,0.000488,-0.141
1.02E-08,0.012,0,0.000494,-0.143
1.02E-08,0.0117,0,0.000498,-0.144
1.02E-08,0.0114,0,0.0005,-0.144
1.02E-08,0.0112,0,0.000499,-0.144
1.02E-08,0.0109,0,0.000496,-0.143
1.03E-08,0.0106,0,0.000491,-0.142
1.03E-08,0.0103,0,0.000483,-0.14
1.03E-08,0.0101,0,0.000473,-0.137
1.03E-08,0.00979,0,0.000461,-0.134
1.03E-08,0.00951,0,0.000446,-0.13
1.03E-08,0.00923,0,0.00043,-0.125
1.03E-08,0.00895,0,0.000411,-0.12
1.03E-08,0.00868,0,0.00039,-0.114
1.03E-08,0.0084,0,0.000368,-0.108
1.03E-08,0.00812,0,0.000343,-0.101
1.04E-08,0.00784,0,0.000318,-0.0934
1.04E-08,0.00756,0,0.00029,-0.0855
1.04E-08,0.00729,0,0.000261,-0.0773
1.04E-08,0.00701,0,0.000231,-0.0686
1.04E-08,0.00687,0,0.000216,-0.0641
1.04E-08,0.00659,0,0.000184,-0.0549
1.04E-08,0.00656,0,0.000181,-0.0531
1.04E-08,0.0065,0,0.000174,-0.0487
1.04E-08,0.00639,0,0.000161,-0.0399
1.04E-08,0.00617,0,0.000135,-0.0256
1.04E-08,0.00589,0,0.000101,-0.0132
1.04E-08,0.00561,0,6.73E-05,-0.00547
1.04E-08,0.00533,0,3.30E-05,-0.00151
1.05E-08,0.00505,0,-1.57E-06,-0.000812
1.05E-08,0.00478,0,-3.61E-05,-0.00332
1.05E-08,0.0045,0,-7.05E-05,-0.00948
1.05E-08,0.00422,0,-0.000104,-0.0195
1.05E-08,0.00408,0,-0.000121,-0.0271
1.05E-08,0.0038,0,-0.000155,-0.0462
1.05E-08,0.00377,0,-0.000158,-0.0472
1.05E-08,0.00372,0,-0.000164,-0.0491
1.05E-08,0.0036,0,-0.000177,-0.0529
1.05E-08,0.00338,0,-0.000203,-0.0604
1.05E-08,0.0031,0,-0.000234,-0.0694
1.05E-08,0.00282,0,-0.000264,-0.078
1.05E-08,0.00254,0,-0.000293,-0.0863
1.06E-08,0.00227,0,-0.00032,-0.094
1.06E-08,0.00199,0,-0.000346,-0.101
1.06E-08,0.00171,0,-0.00037,-0.108
1.06E-08,0.00143,0,-0.000392,-0.114
1.06E-08,0.00115,0,-0.000413,-0.12
1.06E-08,0.000874,0,-0.000431,-0.125
1.06E-08,0.000596,0,-0.000448,-0.13
1.06E-08,0.000318,0,-0.000462,-0.134
1.06E-08,4.04E-05,0,-0.000474,-0.137
1.06E-08,-0.000237,0,-0.000484,-0.14
1.07E-08,-0.000514,0,-0.000491,-0.142
1.07E-08,-0.000791,0,-0.000497,-0.143
1.07E-08,-0.00107,0,-0.000499,-0.144
1.07E-08,-0.00134,0,-0.0005,-0.144
1.07E-08,-0.00162,0,-0.000498,-0.144
1.07E-08,-0.0019,0,-0.000494,-0.143
1.07E-08,-0.00217,0,-0.000487,-0.141
1.07E-08,-0.00245,0,-0.000478,-0.138
1.07E-08,-0.00272,0,-0.000467,-0.135
1.07E-08,-0.003,0,-0.000453,-0.131
1.08E-08,-0.00327,0,-0.000437,-0.127
1.08E-08,-0.00355,0,-0.00042,-0.122
1.08E-08,-0.00382,0,-0.0004,-0.117
1.08E-08,-0.0041,0,-0.000378,-0.111
1.08E-08,-0.00437,0,-0.000355,-0.104
1.08E-08,-0.00464,0,-0.000329,-0.0968
1.08E-08,-0.00492,0,-0.000303,-0.0891
